campaign_id,title,description,product,channel,target_region,start_date,end_date,owner_id,budget,status
177,GlucoTrack Provider Outreach Campaign 177,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,Southwest,2025-04-19,2025-05-27,257,133870.11,planned
178,NeuroWell SMS Campaign 178,Marketing campaign for NeuroWell through SMS,NeuroWell,SMS,West,2026-02-22,2026-03-27,71,104070.39,paused
179,OncoGuide Paid Search Campaign 179,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,National,2024-08-06,2024-09-29,442,123432.47,active
180,CardioPlus Display Ads Campaign 180,Marketing campaign for CardioPlus through Display Ads,CardioPlus,Display Ads,Southeast,2024-12-16,2025-03-21,30,70561.38,active
181,GlucoTrack Organic Search Campaign 181,Marketing campaign for GlucoTrack through Organic Search,GlucoTrack,Organic Search,National,2025-05-02,2025-08-24,391,154776.5,paused
182,VitalPath Provider Outreach Campaign 182,Marketing campaign for VitalPath through Provider Outreach,VitalPath,Provider Outreach,West,2025-02-24,2025-05-03,495,4153.28,active
183,CardioPlus SMS Campaign 183,Marketing campaign for CardioPlus through SMS,CardioPlus,SMS,West,2025-11-06,2026-01-06,487,189941.39,active
184,NeuroWell Social Media Campaign 184,Marketing campaign for NeuroWell through Social Media,NeuroWell,Social Media,Midwest,2024-05-01,2024-08-09,3,174300.61,completed
185,RespiraCare Organic Search Campaign 185,Marketing campaign for RespiraCare through Organic Search,RespiraCare,Organic Search,Northeast,2024-07-26,2024-08-22,197,19125.89,completed
186,DermAssist Provider Outreach Campaign 186,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,Southeast,2024-11-29,2025-02-09,373,222329.59,completed
187,NeuroWell Organic Search Campaign 187,Marketing campaign for NeuroWell through Organic Search,NeuroWell,Organic Search,Southwest,2026-03-18,2026-06-02,184,237176.84,planned
188,OncoGuide Social Media Campaign 188,Marketing campaign for OncoGuide through Social Media,OncoGuide,Social Media,West,2024-10-11,2024-11-22,373,184316.92,active
189,CardioPlus Provider Outreach Campaign 189,Marketing campaign for CardioPlus through Provider Outreach,CardioPlus,Provider Outreach,Midwest,2024-07-22,2024-09-20,365,219506.4,planned
190,GlucoTrack Email Campaign 190,Marketing campaign for GlucoTrack through Email,GlucoTrack,Email,Northeast,2025-07-22,2025-08-11,339,14914.06,paused
191,RespiraCare Display Ads Campaign 191,Marketing campaign for RespiraCare through Display Ads,RespiraCare,Display Ads,Southeast,2025-03-28,2025-05-29,64,176361.45,planned
192,GlucoTrack Referral Campaign 192,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,West,2024-12-07,2025-02-12,339,69684.36,active
193,GlucoTrack Referral Campaign 193,Marketing campaign for GlucoTrack through Referral,GlucoTrack,Referral,Northeast,2025-03-08,2025-07-06,461,180535.26,completed
194,VitalPath Social Media Campaign 194,Marketing campaign for VitalPath through Social Media,VitalPath,Social Media,Midwest,2024-07-15,2024-11-06,55,153423.45,active
195,RespiraCare Organic Search Campaign 195,Marketing campaign for RespiraCare through Organic Search,RespiraCare,Organic Search,Southwest,2025-01-20,2025-05-04,210,12733.21,active
196,NeuroWell Email Campaign 196,Marketing campaign for NeuroWell through Email,NeuroWell,Email,Northeast,2025-10-04,2025-12-18,170,6149.1,planned
197,VitalPath Organic Search Campaign 197,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,West,2026-01-26,2026-04-23,343,237513.17,planned
198,RespiraCare Social Media Campaign 198,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,Midwest,2025-10-31,2026-02-14,52,115817.55,completed
199,OncoGuide Email Campaign 199,Marketing campaign for OncoGuide through Email,OncoGuide,Email,Midwest,2025-04-13,2025-05-03,52,213505.43,completed
200,GlucoTrack Email Campaign 200,Marketing campaign for GlucoTrack through Email,GlucoTrack,Email,Southeast,2025-03-14,2025-06-30,60,5389.06,active
201,VitalPath Content Marketing Campaign 201,Marketing campaign for VitalPath through Content Marketing,VitalPath,Content Marketing,National,2024-12-28,2025-02-25,458,69272.42,planned
202,OncoGuide Paid Search Campaign 202,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,Southwest,2025-01-31,2025-05-29,176,101992.05,completed
203,VitalPath Provider Outreach Campaign 203,Marketing campaign for VitalPath through Provider Outreach,VitalPath,Provider Outreach,Southeast,2026-01-26,2026-03-30,354,163265.08,planned
204,CardioPlus Organic Search Campaign 204,Marketing campaign for CardioPlus through Organic Search,CardioPlus,Organic Search,West,2024-07-29,2024-11-09,372,28617.14,paused
205,VitalPath Organic Search Campaign 205,Marketing campaign for VitalPath through Organic Search,VitalPath,Organic Search,Midwest,2025-12-31,2026-03-27,348,153996.82,planned
206,OncoGuide Display Ads Campaign 206,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,Northeast,2026-02-16,2026-05-28,451,230338.3,paused
207,RespiraCare SMS Campaign 207,Marketing campaign for RespiraCare through SMS,RespiraCare,SMS,National,2025-03-25,2025-04-13,33,6052.97,active
208,GlucoTrack Provider Outreach Campaign 208,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,Southeast,2025-09-19,2025-11-15,266,166443.18,paused
209,CareBridge Organic Search Campaign 209,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,West,2025-01-11,2025-04-19,347,210241.16,planned
210,OncoGuide Referral Campaign 210,Marketing campaign for OncoGuide through Referral,OncoGuide,Referral,Southwest,2024-04-26,2024-07-31,479,212664.86,active
211,DermAssist Social Media Campaign 211,Marketing campaign for DermAssist through Social Media,DermAssist,Social Media,Midwest,2024-06-14,2024-10-02,252,84731.03,planned
212,CareBridge Provider Outreach Campaign 212,Marketing campaign for CareBridge through Provider Outreach,CareBridge,Provider Outreach,Northeast,2025-05-16,2025-06-27,282,204824.52,paused
213,VitalPath Paid Search Campaign 213,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,Southwest,2025-03-28,2025-07-22,294,214577.54,completed
214,CardioPlus Paid Search Campaign 214,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,Northeast,2024-07-18,2024-10-03,382,102649.6,planned
215,RespiraCare Referral Campaign 215,Marketing campaign for RespiraCare through Referral,RespiraCare,Referral,National,2026-01-19,2026-02-13,406,141896.15,paused
216,CardioPlus Social Media Campaign 216,Marketing campaign for CardioPlus through Social Media,CardioPlus,Social Media,Midwest,2025-01-07,2025-03-08,423,211546.41,paused
217,VitalPath Paid Search Campaign 217,Marketing campaign for VitalPath through Paid Search,VitalPath,Paid Search,National,2025-10-26,2026-02-01,187,27066.94,active
218,RespiraCare Referral Campaign 218,Marketing campaign for RespiraCare through Referral,RespiraCare,Referral,National,2024-04-19,2024-06-15,182,131930.32,planned
219,OncoGuide Provider Outreach Campaign 219,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,West,2024-05-23,2024-06-27,253,29419.49,active
220,CareBridge Social Media Campaign 220,Marketing campaign for CareBridge through Social Media,CareBridge,Social Media,Southeast,2024-09-10,2024-10-09,477,115890.36,completed
221,CardioPlus Content Marketing Campaign 221,Marketing campaign for CardioPlus through Content Marketing,CardioPlus,Content Marketing,Southwest,2024-07-10,2024-10-28,213,33435.14,paused
222,OncoGuide Display Ads Campaign 222,Marketing campaign for OncoGuide through Display Ads,OncoGuide,Display Ads,National,2025-09-10,2025-12-08,490,4071.39,planned
223,VitalPath Referral Campaign 223,Marketing campaign for VitalPath through Referral,VitalPath,Referral,Southeast,2025-06-21,2025-08-29,430,195927.13,active
224,GlucoTrack Provider Outreach Campaign 224,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,West,2025-11-05,2026-03-03,66,165407.89,completed
225,NeuroWell Webinar Campaign 225,Marketing campaign for NeuroWell through Webinar,NeuroWell,Webinar,Midwest,2025-05-14,2025-07-16,215,101273.89,completed
226,OncoGuide Provider Outreach Campaign 226,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,National,2025-04-04,2025-07-30,69,151823.54,completed
227,DermAssist Referral Campaign 227,Marketing campaign for DermAssist through Referral,DermAssist,Referral,Southeast,2026-02-01,2026-05-15,281,159248.07,active
228,DermAssist Organic Search Campaign 228,Marketing campaign for DermAssist through Organic Search,DermAssist,Organic Search,National,2025-08-15,2025-11-28,149,245389.87,active
229,DermAssist Paid Search Campaign 229,Marketing campaign for DermAssist through Paid Search,DermAssist,Paid Search,West,2025-05-13,2025-08-04,356,190911.43,paused
230,CareBridge Referral Campaign 230,Marketing campaign for CareBridge through Referral,CareBridge,Referral,Southwest,2025-07-14,2025-10-09,483,73624.21,planned
231,CareBridge Organic Search Campaign 231,Marketing campaign for CareBridge through Organic Search,CareBridge,Organic Search,Northeast,2025-05-28,2025-06-24,13,16107.05,active
232,OncoGuide Webinar Campaign 232,Marketing campaign for OncoGuide through Webinar,OncoGuide,Webinar,Southeast,2024-11-10,2025-02-28,403,171797.41,planned
233,NeuroWell Referral Campaign 233,Marketing campaign for NeuroWell through Referral,NeuroWell,Referral,Southwest,2025-10-05,2026-01-27,152,10979.68,planned
234,NeuroWell Referral Campaign 234,Marketing campaign for NeuroWell through Referral,NeuroWell,Referral,West,2025-08-09,2025-11-17,379,99055.01,completed
235,CareBridge Provider Outreach Campaign 235,Marketing campaign for CareBridge through Provider Outreach,CareBridge,Provider Outreach,National,2025-10-07,2026-01-14,25,105891.86,completed
236,RespiraCare Social Media Campaign 236,Marketing campaign for RespiraCare through Social Media,RespiraCare,Social Media,Southwest,2025-06-20,2025-07-10,7,156278.74,active
237,DermAssist Content Marketing Campaign 237,Marketing campaign for DermAssist through Content Marketing,DermAssist,Content Marketing,West,2026-03-26,2026-06-29,361,138013.94,active
238,NeuroWell Webinar Campaign 238,Marketing campaign for NeuroWell through Webinar,NeuroWell,Webinar,National,2025-12-11,2026-03-27,494,113857.29,planned
239,GlucoTrack Provider Outreach Campaign 239,Marketing campaign for GlucoTrack through Provider Outreach,GlucoTrack,Provider Outreach,Midwest,2024-09-09,2024-10-15,377,13036.66,completed
240,RespiraCare Email Campaign 240,Marketing campaign for RespiraCare through Email,RespiraCare,Email,National,2024-07-27,2024-08-30,300,84649.01,active
241,DermAssist Content Marketing Campaign 241,Marketing campaign for DermAssist through Content Marketing,DermAssist,Content Marketing,National,2024-05-18,2024-06-20,476,15561.29,completed
242,DermAssist Paid Search Campaign 242,Marketing campaign for DermAssist through Paid Search,DermAssist,Paid Search,Midwest,2025-05-03,2025-08-26,294,196655.77,active
243,OncoGuide Provider Outreach Campaign 243,Marketing campaign for OncoGuide through Provider Outreach,OncoGuide,Provider Outreach,Southwest,2024-09-07,2024-11-26,35,137140.8,planned
244,NeuroWell SMS Campaign 244,Marketing campaign for NeuroWell through SMS,NeuroWell,SMS,Midwest,2025-01-13,2025-02-24,453,84773.43,active
245,VitalPath Referral Campaign 245,Marketing campaign for VitalPath through Referral,VitalPath,Referral,National,2025-11-23,2026-02-24,272,206451.04,planned
246,VitalPath Social Media Campaign 246,Marketing campaign for VitalPath through Social Media,VitalPath,Social Media,West,2024-07-15,2024-10-22,178,226410.63,active
247,DermAssist Provider Outreach Campaign 247,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,Northeast,2024-05-18,2024-08-27,454,229235.31,paused
248,RespiraCare Email Campaign 248,Marketing campaign for RespiraCare through Email,RespiraCare,Email,Midwest,2024-11-02,2025-01-24,371,228099.97,paused
249,NeuroWell SMS Campaign 249,Marketing campaign for NeuroWell through SMS,NeuroWell,SMS,Northeast,2025-04-30,2025-05-19,152,129931.99,active
250,CardioPlus Paid Search Campaign 250,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,National,2025-12-09,2026-03-01,274,55063.02,active
251,GlucoTrack Social Media Campaign 251,Marketing campaign for GlucoTrack through Social Media,GlucoTrack,Social Media,National,2026-02-18,2026-05-30,218,135825.29,paused
252,GlucoTrack Organic Search Campaign 252,Marketing campaign for GlucoTrack through Organic Search,GlucoTrack,Organic Search,National,2025-09-01,2025-12-28,482,8866.98,completed
253,CardioPlus Organic Search Campaign 253,Marketing campaign for CardioPlus through Organic Search,CardioPlus,Organic Search,West,2024-05-16,2024-06-10,38,199171.05,planned
254,RespiraCare Provider Outreach Campaign 254,Marketing campaign for RespiraCare through Provider Outreach,RespiraCare,Provider Outreach,National,2025-07-08,2025-11-04,117,98844.05,paused
255,CareBridge Paid Search Campaign 255,Marketing campaign for CareBridge through Paid Search,CareBridge,Paid Search,National,2025-03-19,2025-05-12,9,135104.09,planned
256,CardioPlus Paid Search Campaign 256,Marketing campaign for CardioPlus through Paid Search,CardioPlus,Paid Search,West,2025-11-25,2026-03-14,300,91351.93,planned
257,RespiraCare Content Marketing Campaign 257,Marketing campaign for RespiraCare through Content Marketing,RespiraCare,Content Marketing,Southwest,2024-11-28,2025-03-22,352,24366.79,paused
258,CardioPlus Display Ads Campaign 258,Marketing campaign for CardioPlus through Display Ads,CardioPlus,Display Ads,Southeast,2025-02-18,2025-06-17,339,41611.9,active
259,RespiraCare Organic Search Campaign 259,Marketing campaign for RespiraCare through Organic Search,RespiraCare,Organic Search,National,2025-11-18,2026-01-21,408,76619.96,completed
260,OncoGuide Paid Search Campaign 260,Marketing campaign for OncoGuide through Paid Search,OncoGuide,Paid Search,West,2024-04-26,2024-07-19,448,13317.97,paused
261,GlucoTrack Webinar Campaign 261,Marketing campaign for GlucoTrack through Webinar,GlucoTrack,Webinar,National,2025-06-08,2025-08-31,485,54883.06,completed
262,OncoGuide Organic Search Campaign 262,Marketing campaign for OncoGuide through Organic Search,OncoGuide,Organic Search,West,2024-09-28,2024-12-03,464,48446.2,completed
263,CardioPlus Referral Campaign 263,Marketing campaign for CardioPlus through Referral,CardioPlus,Referral,West,2024-09-15,2024-10-13,93,116932.51,planned
264,RespiraCare Paid Search Campaign 264,Marketing campaign for RespiraCare through Paid Search,RespiraCare,Paid Search,West,2024-11-29,2025-03-08,35,51762.15,paused
265,NeuroWell Paid Search Campaign 265,Marketing campaign for NeuroWell through Paid Search,NeuroWell,Paid Search,Northeast,2024-12-30,2025-02-27,66,73428.87,active
266,DermAssist Content Marketing Campaign 266,Marketing campaign for DermAssist through Content Marketing,DermAssist,Content Marketing,National,2024-12-20,2025-03-06,231,165877.3,active
267,DermAssist Provider Outreach Campaign 267,Marketing campaign for DermAssist through Provider Outreach,DermAssist,Provider Outreach,Midwest,2025-06-30,2025-09-24,187,44653.96,active
268,CareBridge Webinar Campaign 268,Marketing campaign for CareBridge through Webinar,CareBridge,Webinar,Southeast,2025-12-18,2026-01-29,365,210507.18,completed
